# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  7 18:58:09 2021
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr > 200)
# CONSTRAINT:  order by pl_orbper desc
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
4310.01,303317324,PC,23h27m36.85s,351.9035310,-25d30m30.46s,-25.5084620,-33.7040000,0.119,-0.119,0,-87.5130000,0.069,-0.069,0,2458365.1815340,0.002943,-0.002943,0,739.1670007,0.0040522,-0.0040522,0,5.7183604,0.3161995,-0.3161995,0,1376.1395053,91.2056500,-91.2056500,0,2.6735992,0.5437476,-0.5437476,0,0.0724872,,,,132.3381364,,,,9.4961000,0.006,-0.006,0,40.0268000,0.0867500,-0.0867500,0,4159.0000000,127.5890000,-127.5890000,0,4.5350100,0.1096220,-0.1096220,0,0.7210840,0.0692336,-0.0692336,0,2021-07-19 00:13:44,2021-10-06 12:01:47
563.01,405454160,PC,09h32m58.36s,143.2431680,-17d20m36.51s,-17.3434740,-37.7000000,2.300,-2.300,0,11.6000000,2.400,-2.400,0,2458524.1395700,0.002104,-0.002104,0,731.9380939,0.0002033,-0.0002033,0,3.7406486,0.1673640,-0.1673640,0,3290.0705522,143.7580100,-143.7580100,0,6.5656892,0.2205170,-0.2205170,0,10.8794711,,,,463.2033538,,,,10.4397000,0.006,-0.006,0,157.1520000,,,0,5383.0000000,185.0000000,-185.0000000,0,4.4235200,2.0040200,-2.0040200,0,0.9830250,,,0,2019-04-05 20:18:18,2021-08-19 09:54:15
4344.01,38939275,PC,04h38m36.25s,69.6510260,-61d20m36.5s,-61.3434710,8.4770000,0.047,-0.047,0,-20.3720000,0.065,-0.065,0,2458507.5864160,0.014388,-0.014388,0,731.4808779,0.0203508,-0.0203508,0,14.7095051,1.7781773,-1.7781773,0,244.9088772,36.0867300,-36.0867300,0,3.2537107,2.2459438,-2.2459438,0,1.6906613,,,,290.8264482,,,,9.4826000,0.006,-0.006,0,232.2650000,1.2410000,-1.2410000,0,5854.0000000,128.8050000,-128.8050000,0,3.8379200,0.0771540,-0.0771540,0,2.0546000,0.0987440,-0.0987440,0,2021-07-28 19:58:06,2021-10-06 12:01:47
2008.01,70887357,PC,04h15m25.83s,63.8576320,-16d54m07.72s,-16.9021440,47.5510000,0.054,-0.054,0,-30.7470000,0.053,-0.053,0,2458454.3326100,0.001777,-0.001777,0,723.8345008,0.0025789,-0.0025789,0,7.3829460,0.1210206,-0.1210206,0,3119.2983693,64.1000750,-64.1000750,0,13.1361697,0.7173174,-0.7173174,0,1.3572621,,,,275.2869842,,,,8.6480700,0.006,-0.006,0,139.2120000,0.7375000,-0.7375000,0,5463.0000000,186.0000000,-186.0000000,0,3.7777800,0.2817270,-0.2817270,0,1.9477100,0.1024320,-0.1024320,0,2020-06-17 20:19:42,2021-08-19 09:54:15
4298.01,146282666,PC,02h23m57.16s,35.9881750,-34d06m35.76s,-34.1099320,-7.4340000,0.026,-0.026,0,-115.1250000,0.048,-0.048,0,2458398.3955890,0.005070,-0.005070,0,722.2619756,0.0073364,-0.0073364,0,7.7126298,0.7414318,-0.7414318,0,480.7963350,47.9654500,-47.9654500,0,2.7207078,1.0212622,-1.0212622,0,0.6771439,,,,231.3609161,,,,9.1259000,0.006,-0.006,0,125.0770000,0.5340000,-0.5340000,0,5857.0000000,190.0000000,-190.0000000,0,4.2657800,0.2780880,-0.2780880,0,1.2205900,0.0573694,-0.0573694,0,2021-07-15 23:41:33,2021-10-06 12:01:47
706.01,219345200,PC,04h59m00.64s,74.7526570,-49d44m10.24s,-49.7361790,64.5860000,0.119,-0.119,0,-27.3880000,0.120,-0.120,0,2458434.9115250,0.000911,-0.000911,0,719.0381327,0.0012108,-0.0012108,0,5.4244096,0.0805484,-0.0805484,0,4851.4092337,62.1939770,-62.1939770,0,16.6333557,3.9165146,-3.9165146,0,0.8538315,,,,245.1674374,,,,8.3643000,0.006,-0.006,0,94.6970000,0.5391500,-0.5391500,0,5709.6000000,57.0000000,-57.0000000,0,3.5300000,0.0800000,-0.0800000,0,1.4981000,0.0624095,-0.0624095,0,2019-04-30 13:04:28,2021-08-19 09:54:15
4353.01,176797879,PC,03h14m20.01s,48.5833560,-34d01m58.09s,-34.0328040,199.2260000,0.055,-0.055,0,310.4480000,0.065,-0.065,0,2458427.0197390,0.004052,-0.004052,0,718.1809317,0.0005498,-0.0005498,0,2.9233151,0.6704980,-0.6704980,0,973.6269156,122.8676700,-122.8676700,0,1.3653089,0.7672082,-0.7672082,0,0.4312565,,,,206.6824792,,,,10.3347000,0.007,-0.007,0,25.1426000,0.0298500,-0.0298500,0,3614.0000000,157.0000000,-157.0000000,0,4.8033500,0.0049000,-0.0049000,0,0.4256230,0.0126833,-0.0126833,0,2021-07-28 19:58:07,2021-10-06 12:01:47
288.01,47316976,PC,22h41m13.85s,340.3076930,-28d01m57.57s,-28.0326570,-7.6960000,0.084,-0.084,0,1.9970000,0.070,-0.070,0,2458364.4635210,0.002631,-0.002631,0,711.7446522,0.0037702,-0.0037702,0,6.7941930,0.2133138,-0.2133138,0,1532.1303645,52.9771960,-52.9771960,0,8.9906414,0.4742807,-0.4742807,0,2.2397398,,,,312.0104496,,,,8.9717400,0.006,-0.006,0,215.3870000,2.3205000,-2.3205000,0,6530.0000000,126.1000000,-126.1000000,0,3.9600000,0.0900000,-0.0900000,0,2.0208700,0.0946229,-0.0946229,0,2018-09-28 22:22:05,2021-08-19 09:54:15
4328.01,77175217,PC,04h33m09.32s,68.2888360,-36d56m45.09s,-36.9458580,-16.9880000,0.042,-0.042,0,43.6190000,0.051,-0.051,0,2458459.4460610,0.002189,-0.002189,0,703.7936700,0.0016714,-0.0016714,0,2.9297301,0.3308675,-0.3308675,0,601.9566843,64.6953700,-64.6953700,0,1.8602950,0.9054883,-0.9054883,0,0.3066589,,,,189.7945133,,,,7.7679000,0.006,-0.006,0,25.0039000,0.0173000,-0.0173000,0,4709.0000000,125.2170000,-125.2170000,0,4.5748600,0.0933947,-0.0933947,0,0.7398350,0.0543568,-0.0543568,0,2021-07-27 02:26:34,2021-10-06 12:01:47
4320.01,404518509,PC,03h26m33.68s,51.6403450,-43d36m49.19s,-43.6136650,-2.3590000,0.037,-0.037,0,-22.8120000,0.055,-0.055,0,2458431.2687210,0.003932,-0.003932,0,703.6156148,0.0054827,-0.0054827,0,5.1339345,0.3236778,-0.3236778,0,643.1854970,55.4772800,-55.4772800,0,2.9483243,0.2714263,-0.2714263,0,0.4576592,,,,209.7757615,,,,8.6022000,0.006,-0.006,0,79.2080000,0.1595000,-0.1595000,0,5871.0000000,125.2930000,-125.2930000,0,4.4329600,0.0790908,-0.0790908,0,1.0356300,0.0503367,-0.0503367,0,2021-07-27 02:26:32,2021-10-06 12:01:47
712.04,150151262,PC,06h11m44.67s,92.9361060,-65d49m33.02s,-65.8258390,-2.9290000,0.047,-0.047,0,31.0030000,0.045,-0.045,0,2458470.8639440,0.003731,-0.003731,0,678.7158085,0.0048192,-0.0048192,0,5.5586071,0.3968788,-0.3968788,0,1556.9403241,176.4966600,-176.4966600,0,2.7892078,0.7987953,-0.7987953,0,0.1051465,,,,145.2340414,,,,9.9059000,0.006,-0.006,0,58.6212000,0.0796000,-0.0796000,0,4504.0000000,168.0000000,-168.0000000,0,4.5883300,0.2000000,-0.2000000,0,0.7204610,0.0754372,-0.0754372,0,2021-07-08 23:15:53,2021-08-19 09:54:15
4355.01,260655847,PC,06h32m34.52s,98.1438380,-55d38m56.29s,-55.6489690,114.5800000,0.057,-0.057,0,-86.7830000,0.053,-0.053,0,2458507.5857560,0.008613,-0.008613,0,674.2334716,0.0118760,-0.0118760,0,12.2292600,0.5358489,-0.5358489,0,180.6354622,24.7802100,-24.7802100,0,3.0105311,0.7038097,-0.7038097,0,1.6848904,,,,290.5779536,,,,7.2298000,0.006,-0.006,0,76.6142000,0.1481500,-0.1481500,0,5423.0000000,120.2720000,-120.2720000,0,3.7363500,0.0789344,-0.0789344,0,2.1748199,0.1162460,-0.1162460,0,2021-07-28 20:06:26,2021-10-06 12:01:47
699.03,149302744,PC,05h33m31.74s,83.3822400,-62d06m32.48s,-62.1090220,-8.3560000,0.054,-0.054,0,23.4620000,0.059,-0.059,0,2458374.1923260,0.010829,-0.010829,0,672.6631808,0.0154654,-0.0154654,0,7.0488983,0.9026157,-0.9026157,0,464.8386081,56.8314170,-56.8314170,0,3.5353400,0.4083150,-0.4083150,0,1.0262505,,,,256.7042737,,,,9.8106000,0.006,-0.006,0,193.2900000,0.8940000,-0.8940000,0,6138.6000000,54.0000000,-54.0000000,0,4.0700000,0.1100000,-0.1100000,0,1.4186400,0.0618693,-0.0618693,0,2021-07-19 00:13:44,2021-08-19 09:54:15
4348.01,350299588,PC,05h35m38.39s,83.9099400,-57d08m19.07s,-57.1386300,41.3020000,0.042,-0.042,0,-29.1100000,0.044,-0.044,0,2458507.6601480,0.007423,-0.007423,0,602.8417036,0.0057153,-0.0057153,0,8.9377225,1.3201935,-1.3201935,0,221.4941804,27.4275380,-27.4275380,0,2.8182375,2.3703423,-2.3703423,0,5.1308502,,,,383.8548952,,,,8.3987000,0.006,-0.006,0,136.7860000,0.4570000,-0.4570000,0,6128.0000000,132.7720000,-132.7720000,0,3.9622500,0.0826951,-0.0826951,0,1.8626699,0.0867210,-0.0867210,0,2021-07-28 19:58:07,2021-10-06 12:01:47
4356.01,149389419,PC,05h35m59.03s,83.9959690,-63d55m35s,-63.9263880,-10.0800000,0.064,-0.064,0,26.4470000,0.046,-0.046,0,2458538.7548800,0.004909,-0.004909,0,579.6488328,0.0067646,-0.0067646,0,4.5712767,0.8836513,-0.8836513,0,484.9996436,70.5041600,-70.5041600,0,3.6066105,2.2491233,-2.2491233,0,2.0849314,,,,306.4733348,,,,9.2546000,0.006,-0.006,0,204.9820000,1.1675000,-1.1675000,0,6855.0000000,133.8370000,-133.8370000,0,4.2041400,0.0873220,-0.0873220,0,1.5925601,0.0662061,-0.0662061,0,2021-07-28 20:06:26,2021-10-06 12:01:47
4358.01,273418421,PC,22h56m29.83s,344.1243070,-76d47m51.64s,-76.7976790,-180.2880000,0.037,-0.037,0,34.7500000,0.039,-0.039,0,2458356.1926380,0.006651,-0.006651,0,390.4585364,0.0007791,-0.0007791,0,5.2893593,0.5122586,-0.5122586,0,626.0500260,44.2540740,-44.2540740,0,2.0885799,0.7736776,-0.7736776,0,5.9383469,,,,398.1403006,,,,8.9077000,0.006,-0.006,0,66.1798000,0.0964500,-0.0964500,0,5830.0000000,190.0000000,-190.0000000,0,4.5720300,0.2562700,-0.2562700,0,0.8236730,0.0432362,-0.0432362,0,2021-07-28 20:09:17,2021-10-06 12:01:47
